234102990823039,\omega,       "variable","none",         "angle/time",   "circular frequency",omega = sympy.Symbol('omega')
384839582949992,p,            "variable","none",         "none",         "momentum",             p = sympy.Symbol('p')
294849582949992,\vec{p},      "variable","none",         "none",         "momentum",
333333333333333,\pi,          "constant",3.1415926,      "dimensionless","ratio of circumference to diameter",pi=sympy.pi
955161417975345,\phi,         "constant",1.61803,        "dimensionless","golden ratio",         phi=sympy.??
888776433344677,\psi,         "variable","none",         "none",         "wave function",        psi = sympy.Symbol('psi')
484747626745533,R,            "variable","none",         "amps",         "resistance",           R = sympy.Symbol('R')
524532242222111,\vec{r},      "variable","none",         "length",       "spatial position vector",
333333343333333,\vec{S},      "variable","none",         "none",         "Poynting vector",
748495935943849,\sin,         "operator","none",         "none",         "trigonometric sine function",sin=sympy.sin
000000000000000,t,            "variable","none",         "time",         "time",                 t = sympy.Symbol('t')
192938440120938,T,            "variable","none",         "time",         "period",               T = sympy.Symbol('T')
202020202020202,\times,       "operator","none",         "none",         "vector cross product",
484858592817472,\frac{\partial}{\partial t},"operator","none","1/time","partial differentiation",
449959503030039,Q,            "variable","none",         "none",         "charge",               Q = sympy.Symbol('Q')
539595939294939,u,            "variable","none",         "none",         "arbitrary variable",   u = sympy.Symbol('u')
499595839939393,v,            "variable","none",         "none",         "arbitrary variable",   v = sympy.Symbol('v')
949858393502002,v,            "variable","none",         "length/time",  "velocity",             v = sympy.Symbol('v')
394853663747488,V,            "variable","none",         "volts",        "Voltage",              V = sympy.Symbol('V')
415755104187722,W,            "variable","none",         "length",       "distance",             W = sympy.Symbol('W')
123456789011111,x,            "variable","none",         "none",         "arbitrary variable",   x = sympy.Symbol('x')
759018916718320,x,            "variable","none",         "length",       "spatial position",     x = sympy.Symbol('x')
023456789011111,y,            "variable","none",         "none",         "arbitrary variable",   y = sympy.Symbol('y')
738647287548272,z_0,          "variable","none",         "length",       "extrapolation length",  z0 = sympy.Symbol('z0')
